code,Name,State,CBSA,wage_index
40070,Arecibo,Puerto Rico ,11640,0.4331
40320,Hatillo,Puerto Rico ,11640,0.4331
40570,Quebradillas,Puerto Rico ,11640,0.4331
34100,Buncombe,N Carolina ,11700,0.8531
34430,Haywood,N Carolina ,11700,0.8531
34440,Henderson,N Carolina ,11700,0.8531
34570,Madison,N Carolina ,11700,0.8531
11260,Clarke,Georgia ,12020,0.8774
11720,Madison,Georgia ,12020,0.8774
11800,Oconee,Georgia ,12020,0.8774
11801,Oglethorpe,Georgia ,12020,0.8774
11050,Barrow,Georgia ,50019,0.9369
11060,Bartow,Georgia ,50019,0.9369
11160,Butts,Georgia ,50019,0.9369
11190,Carroll,Georgia ,50019,0.9369
11250,Cherokee,Georgia ,50019,0.9369
11280,Clayton,Georgia ,50019,0.9369
11290,Cobb,Georgia ,50019,0.9369
11320,Coweta,Georgia ,50019,0.9369
11350,Dawson,Georgia ,50019,0.9369
11370,De Kalb,Georgia ,50019,0.9369
11400,Douglas,Georgia ,50019,0.9369
11451,Fayette,Georgia ,50019,0.9369
11461,Forsyth,Georgia ,50019,0.9369
11470,Fulton,Georgia ,50019,0.9369
11530,Gwinnett,Georgia ,50019,0.9369
11570,Haralson,Georgia ,50019,0.9369
11590,Heard,Georgia ,50019,0.9369
11591,Henry,Georgia ,50019,0.9369
11611,Jasper,Georgia ,50019,0.9369
11651,Lamar,Georgia ,50019,0.9369
11740,Meriwether,Georgia ,50019,0.9369
11790,Newton,Georgia ,50019,0.9369
11810,Paulding,Georgia ,50019,0.9369
11812,Pickens,Georgia ,50019,0.9369
11821,Pike,Georgia ,50019,0.9369
11841,Rockdale,Georgia ,50019,0.9369
11860,Spalding,Georgia ,50019,0.9369
11930,Walton,Georgia ,50019,0.9369
11771,Morgan,Georgia ,50023,0.8397
31000,Atlantic,New Jersey,12100,1.1692
1400,Lee,Alabama ,12220,0.8071
42010,Aiken,S Carolina ,50020,0.9225
11150,Burke,Georgia ,50020,0.9225
11310,Columbia,Georgia ,50020,0.9225
42180,Edgefield,S Carolina ,50020,0.9225
11702,Mc Duffie,Georgia ,50020,0.9225
11840,Richmond,Georgia ,50020,0.9225
11690,Lincoln,Georgia ,50022,0.8325
45100,Bastrop,Texas ,12420,0.9545
45223,Caldwell,Texas ,12420,0.9545
45631,Hays,Texas ,12420,0.9545
45940,Travis,Texas ,12420,0.9545
45970,Williamson,Texas ,12420,0.9545
5140,Kern,California ,12540,1.1944
21010,Anne Arundel,Maryland ,12580,0.9950
21030,Baltimore City,Maryland ,12580,0.9950
21020,Baltimore,Maryland ,12580,0.9950
21060,Carroll,Maryland ,12580,0.9950
21120,Harford,Maryland ,12580,0.9950
21130,Howard,Maryland ,12580,0.9950
21170,Queen Annes,Maryland ,12580,0.9950
20090,Penobscot,Maine ,12620,0.9825
22000,Barnstable,Massachusetts ,12700,1.3124
19020,Ascension,Louisiana ,12940,0.7976
19160,East Baton Rouge,Louisiana ,12940,0.7976
19180,East Feliciana,Louisiana ,12940,0.7976
19230,Iberville,Louisiana ,12940,0.7976
19310,Livingston,Louisiana ,12940,0.7976
19380,Pointe Coupee,Louisiana ,12940,0.7976
19450,St Helena,Louisiana ,12940,0.7976
19600,West Baton Rouge,Louisiana ,12940,0.7976
19620,West Feliciana,Louisiana ,12940,0.7976
23120,Calhoun,Michigan ,12980,1.0112
23080,Bay,Michigan ,13020,0.9630
45600,Hardin,Texas ,50154,0.8508
45700,Jefferson,Texas ,50154,0.8508
45840,Orange,Texas ,50154,0.8508
45821,Newton,Texas ,50162,0.8182
51090,Fayette,W Virginia ,13220,0.8024
51400,Raleigh,W Virginia ,13220,0.8024
50360,Whatcom,Washington ,13380,1.2403
38080,Deschutes,Oregon ,13460,1.1710
27040,Carbon,Montana ,50092,0.8686
27550,Yellowstone,Montana ,50092,0.8686
27180,Golden Valley,Montana ,50093,0.8855
33030,Broome,New York ,13780,0.8476
33720,Tioga,New York ,13780,0.8476
1030,Bibb,Alabama ,13820,0.8189
1040,Blount,Alabama ,13820,0.8189
1100,Chilton,Alabama ,13820,0.8189
1360,Jefferson,Alabama ,13820,0.8189
1580,Shelby,Alabama ,13820,0.8189
1570,St Clair,Alabama ,13820,0.8189
1630,Walker,Alabama ,13820,0.8189
35070,Burleigh,N Dakota ,50113,0.7216
35290,Morton,N Dakota ,50113,0.7216
35320,Oliver,N Dakota ,50114,0.7158
35420,Sioux,N Dakota ,50114,0.7158
49350,Giles,Virginia ,50176,0.8473
49600,Montgomery,Virginia ,50176,0.8473
49770,Pulaski,Virginia ,50176,0.8473
49771,Radford City,Virginia ,50176,0.8473
49310,Floyd,Virginia ,50175,0.8074
14650,Mclean,Illinois ,50030,0.9165
14180,De Witt,Illinois ,50029,0.8764
15520,Monroe,Indiana ,14020,0.9062
15590,Owen,Indiana ,14020,0.9062
39250,Columbia,Pennsylvania ,14100,0.9033
39580,Montour,Pennsylvania ,14100,0.9033
13000,Ada,Idaho ,14260,0.9205
13070,Boise,Idaho ,14260,0.9205
13130,Canyon,Idaho ,14260,0.9205
13220,Gem,Idaho ,14260,0.9205
13360,Owyhee,Idaho ,14260,0.9205
22130,Norfolk,Massachusetts ,14454,1.2679
22150,Plymouth,Massachusetts ,14454,1.2679
22160,Suffolk,Massachusetts ,14454,1.2679
6060,Boulder,Colorado ,14500,0.9907
18291,Edmonson,Kentucky,50053,0.8410
18986,Warren,Kentucky,50053,0.8410
18010,Allen,Kentucky,50051,0.8077
50170,Kitsap,Washington ,14740,1.0836
7000,Fairfield,Connecticut ,14860,1.3289
45240,Cameron,Texas ,15180,0.7876
11110,Brantley,Georgia ,15260,0.8486
11490,Glynn,Georgia ,15260,0.8486
11703,McIntosh,Georgia ,15260,0.8486
33240,Erie,New York ,15380,1.0240
33500,Niagara,New York ,15380,1.0240
34000,Alamance,N Carolina ,15500,0.8590
47030,Chittenden,Vermont ,15540,1.0121
47050,Franklin,Vermont ,15540,1.0121
47060,Grand Isle,Vermont ,15540,1.0121
21180,St Marys,Maryland ,15680,0.8574
22090,Middlesex,Massachusetts ,50069,1.1245
22040,Essex,Massachusetts ,50067,1.0964
31150,Burlington,New Jersey,15804,1.0287
31160,Camden,New Jersey,15804,1.0287
31220,Gloucester,New Jersey,15804,1.0287
36090,Carroll,Ohio,15940,0.8521
36770,Stark,Ohio,15940,0.8521
10350,Lee,Florida ,15980,0.9253
14010,Alexander,Illinois ,16020,0.9094
26080,Bollinger,Missouri ,16020,0.9094
26150,Cape Girardeau,Missouri ,16020,0.9094
14470,Jackson,Illinois ,16060,0.8343
14990,Williamson,Illinois ,16060,0.8343
29120,Carson City,Nevada ,16180,1.0679
53120,Natrona,Wyoming ,16220,1.0860
16050,Benton,Iowa ,16300,0.8850
16520,Jones,Iowa ,16300,0.8850
16560,Linn,Iowa ,16300,0.8850
39350,Franklin,Pennsylvania ,16540,0.9838
14090,Champaign,Illinois ,16580,0.9076
14350,Ford,Illinois ,16580,0.9076
14820,Piatt,Illinois ,16580,0.9076
51020,Boone,W Virginia ,16620,0.7985
51070,Clay,W Virginia ,16620,0.7985
51190,Kanawha,W Virginia ,16620,0.7985
42070,Berkeley,S Carolina ,16700,0.8968
42090,Charleston,S Carolina ,16700,0.8968
42170,Dorchester,S Carolina ,16700,0.8968
34120,Cabarrus,N Carolina ,50106,0.9152
34350,Gaston,N Carolina ,50106,0.9152
34590,Mecklenburg,N Carolina ,50106,0.9152
34890,Union,N Carolina ,50106,0.9152
42450,York,S Carolina ,50106,0.9152
34480,Iredell,N Carolina ,50112,0.8534
34540,Lincoln,N Carolina ,50112,0.8534
34790,Rowan,N Carolina ,50112,0.8534
42110,Chester,S Carolina ,50131,0.8724
42280,Lancaster,S Carolina ,50131,0.8724
49010,Albemarle,Virginia ,50170,0.9053
49191,Charlottesville City,Virginia ,50170,0.9053
49320,Fluvanna,Virginia ,50170,0.9053
49390,Greene,Virginia ,50170,0.9053
49620,Nelson,Virginia ,50170,0.9053
49140,Buckingham,Virginia ,50171,0.8364
11200,Catoosa,Georgia ,16860,0.8711
11341,Dade,Georgia ,16860,0.8711
44320,Hamilton,Tennessee ,16860,0.8711
44570,Marion,Tennessee ,16860,0.8711
44760,Sequatchie,Tennessee ,16860,0.8711
11921,Walker,Georgia ,16860,0.8711
53100,Laramie,Wyoming ,16940,0.9798
14141,Cook,Illinois ,16974,1.0416
14250,Du Page,Illinois ,16974,1.0416
14400,Grundy,Illinois ,16974,1.0416
14550,Kendall,Illinois ,16974,1.0416
14640,Mc Henry,Illinois ,16974,1.0416
14989,Will,Illinois ,16974,1.0416
5030,Butte,California ,17020,1.1631
18070,Boone,Kentucky,50034,0.9473
18110,Bracken,Kentucky,50034,0.9473
36070,Brown,Ohio,50034,0.9473
36080,Butler,Ohio,50034,0.9473
18180,Campbell,Kentucky,50034,0.9473
36120,Clermont,Ohio,50034,0.9473
15140,Dearborn,Indiana ,50034,0.9473
18362,Gallatin,Kentucky,50034,0.9473
18400,Grant,Kentucky,50034,0.9473
36310,Hamilton,Ohio,50034,0.9473
18580,Kenton,Kentucky,50034,0.9473
15570,Ohio,Indiana ,50034,0.9473
18932,Pendleton,Kentucky,50034,0.9473
36840,Warren,Ohio,50034,0.9473
15800,Union,Indiana ,50042,0.8945
18230,Christian,Kentucky,17300,0.7526
44620,Montgomery,Tennessee ,17300,0.7526
18983,Trigg,Kentucky,17300,0.7526
44050,Bradley,Tennessee ,17420,0.7468
44690,Polk,Tennessee ,17420,0.7468
36170,Cuyahoga,Ohio,17460,0.9233
36280,Geauga,Ohio,17460,0.9233
36440,Lake,Ohio,17460,0.9233
36480,Lorain,Ohio,17460,0.9233
36530,Medina,Ohio,17460,0.9233
13270,Kootenai,Idaho ,17660,0.9125
45190,Brazos,Texas ,17780,0.9289
45221,Burleson,Texas ,17780,0.9289
45878,Robertson,Texas ,17780,0.9289
6200,El Paso,Colorado ,17820,0.9441
6590,Teller,Colorado ,17820,0.9441
26090,Boone,Missouri ,17860,0.8319
42080,Calhoun,S Carolina ,17900,0.8392
42190,Fairfield,S Carolina ,17900,0.8392
42270,Kershaw,S Carolina ,17900,0.8392
42310,Lexington,S Carolina ,17900,0.8392
42390,Richland,S Carolina ,17900,0.8392
42400,Saluda,S Carolina ,17900,0.8392
11230,Chattahoochee,Georgia ,17980,0.8293
11580,Harris,Georgia ,17980,0.8293
11730,Marion,Georgia ,17980,0.8293
11780,Muscogee,Georgia ,17980,0.8293
1560,Russell,Alabama ,17980,0.8293
15020,Bartholomew,Indiana ,18020,0.9881
36210,Delaware,Ohio,50116,0.9539
36230,Fairfield,Ohio,50116,0.9539
36250,Franklin,Ohio,50116,0.9539
36460,Licking,Ohio,50116,0.9539
36500,Madison,Ohio,50116,0.9539
36600,Morrow,Ohio,50116,0.9539
36660,Pickaway,Ohio,50116,0.9539
36810,Union,Ohio,50116,0.9539
36380,Hocking,Ohio,50119,0.8934
36650,Perry,Ohio,50119,0.8934
45030,Aransas,Texas ,18580,0.8740
45830,Nueces,Texas ,18580,0.8740
45885,San Patricio,Texas ,18580,0.8740
38010,Benton,Oregon ,18700,1.1404
10450,Okaloosa,Florida ,50016,0.8349
10650,Walton,Florida ,50018,0.8081
21000,Allegany,Maryland ,19060,0.8374
51280,Mineral,W Virginia ,19060,0.8374
45310,Collin,Texas ,19124,0.9703
45390,Dallas,Texas ,19124,0.9703
45410,Denton,Texas ,19124,0.9703
45470,Ellis,Texas ,19124,0.9703
45670,Hunt,Texas ,19124,0.9703
45730,Kaufman,Texas ,19124,0.9703
45879,Rockwall,Texas ,19124,0.9703
11772,Murray,Georgia ,19140,0.8386
11970,Whitfield,Georgia ,19140,0.8386
14982,Vermilion,Illinois ,19180,0.9751
1010,Baldwin,Alabama ,19300,0.7106
14450,Henry,Illinois ,19340,0.9717
14740,Mercer,Illinois ,19340,0.9717
14890,Rock Island,Illinois ,19340,0.9717
16810,Scott,Iowa ,19340,0.9717
36290,Greene,Ohio,19380,0.8938
36560,Miami,Ohio,19380,0.8938
36580,Montgomery,Ohio,19380,0.8938
1390,Lawrence,Alabama ,19460,0.7029
1510,Morgan,Alabama ,19460,0.7029
14660,Macon,Illinois ,19500,0.7908
10630,Volusia,Florida ,50017,0.8372
10170,Flagler,Florida,50014,0.8419
6000,Adams,Colorado ,19740,1.0429
6020,Arapahoe,Colorado ,19740,1.0429
6630,Broomfield,Colorado ,19740,1.0429
6090,Clear Creek,Colorado ,19740,1.0429
6150,Denver,Colorado ,19740,1.0429
6170,Douglas,Colorado ,19740,1.0429
6190,Elbert,Colorado ,19740,1.0429
6230,Gilpin,Colorado ,19740,1.0429
6290,Jefferson,Colorado ,19740,1.0429
6460,Park,Colorado ,19740,1.0429
16240,Dallas,Iowa ,19780,0.9168
16380,Guthrie,Iowa ,19780,0.9168
16600,Madison,Iowa ,19780,0.9168
16760,Polk,Iowa ,19780,0.9168
16900,Warren,Iowa ,19780,0.9168
23810,Wayne,Michigan ,19804,0.9296
1300,Geneva,Alabama ,20020,0.7163
1330,Henry,Alabama ,20020,0.7163
1340,Houston,Alabama ,20020,0.7163
8000,Kent,Delaware ,20100,1.0291
16300,Dubuque,Iowa ,20220,0.8942
24080,Carlton,Minnesota ,20260,1.0107
52150,Douglas,Wisconsin ,20260,1.0107
24680,St Louis,Minnesota ,20260,1.0107
34180,Chatham,N Carolina ,20500,0.9808
34310,Durham,N Carolina ,20500,0.9808
34670,Orange,N Carolina ,20500,0.9808
34720,Person,N Carolina ,20500,0.9808
33580,Putnam,New York ,50101,1.2228
33230,Dutchess,New York ,50098,1.1439
39550,Monroe,Pennsylvania ,20700,0.9046
52080,Chippewa,Wisconsin ,20740,0.9724
52170,Eau Claire,Wisconsin ,20740,0.9724
5120,Imperial,California ,20940,0.9162
14170,De Kalb,Illinois ,20994,1.0356
14530,Kane,Illinois ,20994,1.0356
18460,Hardin,Kentucky,50054,0.7701
18610,Larue,Kentucky,50054,0.7701
18801,Meade,Kentucky,50055,0.8147
15190,Elkhart,Indiana ,21440,0.9013
33070,Chemung,New York ,21300,0.8690
45480,El Paso,Texas ,50152,0.8139
45662,Hudspeth,Texas ,50156,0.7997
39320,Erie,Pennsylvania ,21500,0.7785
38190,Lane,Oregon ,21660,1.1622
18500,Henderson,Kentucky,21780,0.8537
15640,Posey,Indiana ,21780,0.8537
15810,Vanderburgh,Indiana ,21780,0.8537
15860,Warrick,Indiana ,21780,0.8537
2090,Fairbanks,Alaska ,21820,1.1092
35080,Cass,N Dakota ,22020,0.7640
24130,Clay,Minnesota ,22020,0.7640
32220,San Juan,New Mexico ,22140,0.9778
34250,Cumberland,N Carolina ,22180,0.8042
34460,Hoke,N Carolina ,22180,0.8042
4030,Benton,Arkansas ,22220,0.8598
4430,Madison,Arkansas ,22220,0.8598
26590,Mc Donald,Missouri ,22220,0.8598
4710,Washington,Arkansas ,22220,0.8598
3020,Coconino,Arizona ,22380,1.2423
23240,Genesee,Michigan ,22420,1.1148
42150,Darlington,S Carolina ,22500,0.8016
42200,Florence,S Carolina ,22500,0.8016
1160,Colbert,Alabama ,22520,0.7577
1380,Lauderdale,Alabama ,22520,0.7577
52190,Fond Du Lac,Wisconsin ,22540,0.9084
6340,Larimer,Colorado ,22660,0.9454
10050,Broward,Florida ,22744,0.9952
4160,Crawford,Arkansas ,22900,0.7593
37390,Le Flore,Oklahoma ,22900,0.7593
4650,Sebastian,Arkansas ,22900,0.7593
37670,Sequoyah,Oklahoma ,22900,0.7593
15010,Allen,Indiana ,23060,0.9423
15890,Wells,Indiana ,23060,0.9423
15910,Whitley,Indiana ,23060,0.9423
45720,Johnson,Texas ,50157,0.9393
45843,Parker,Texas ,50157,0.9393
45910,Tarrant,Texas ,50157,0.9393
45973,Wise,Texas ,50157,0.9393
45653,Hood,Texas ,50155,0.8621
45893,Somervell,Texas ,50155,0.8621
5090,Fresno,California ,23420,1.1754
1270,Etowah,Alabama ,23460,0.7517
10000,Alachua,Florida ,23540,0.8891
10200,Gilchrist,Florida ,23540,0.8891
11550,Hall,Georgia ,23580,0.9185
15360,Jasper,Indiana ,23844,0.9443
15440,Lake,Indiana ,23844,0.9443
15550,Newton,Indiana ,23844,0.9443
15630,Porter,Indiana ,23844,0.9443
39000,Adams,Pennsylvania ,23900,0.9412
33750,Warren,New York ,24020,0.8450
33760,Washington,New York ,24020,0.8450
34950,Wayne,N Carolina ,24140,0.8733
35170,Grand Forks,N Dakota ,24220,0.7047
24590,Polk,Minnesota ,24220,0.7047
28390,Hall,Nebraska ,24260,0.9072
28400,Hamilton,Nebraska ,24260,0.9072
28460,Howard,Nebraska ,24260,0.9072
28600,Merrick,Nebraska ,24260,0.9072
6380,Mesa,Colorado ,24300,0.9768
23070,Barry,Michigan ,50072,0.8882
23400,Kent,Michigan ,50072,0.8882
23690,Ottawa,Michigan ,50075,0.8468
23580,Montcalm,Michigan ,50074,0.8503
38160,Josephine,Oregon ,24420,1.0085
27060,Cascade,Montana ,24500,0.9105
6610,Weld,Colorado ,24540,0.9649
52040,Brown,Wisconsin ,24580,0.9426
52300,Kewaunee,Wisconsin ,24580,0.9426
52410,Oconto,Wisconsin ,24580,0.9426
34400,Guilford,N Carolina ,24660,0.8535
34750,Randolph,N Carolina ,24660,0.8535
34780,Rockingham,N Carolina ,24660,0.8535
34730,Pitt,N Carolina ,24780,0.9371
42030,Anderson,S Carolina ,50130,0.8953
42220,Greenville,S Carolina ,50133,0.9214
42290,Laurens,S Carolina ,50133,0.9214
42380,Pickens,S Carolina ,50133,0.9214
40080,Arroyo,Puerto Rico ,25020,0.3660
40280,Guayama,Puerto Rico ,25020,0.3660
40540,Patillas,Puerto Rico ,25020,0.3660
25220,Hancock,Mississippi ,50085,0.8038
25230,Harrison,Mississippi ,50085,0.8038
25290,Jackson,Mississippi ,50086,0.7646
51010,Berkeley,W Virginia ,25180,0.9080
21210,Washington,Maryland ,25180,0.9080
19520,Tangipahoa,Louisiana ,25220,0.8516
5150,Kings,California ,25260,1.1251
39270,Cumberland,Pennsylvania ,25240,0.9734
39280,Dauphin,Pennsylvania ,25240,0.9734
39610,Perry,Pennsylvania ,25240,0.9734
49421,Harrisonburg City,Virginia ,25500,0.8946
49820,Rockingham,Virginia ,25500,0.8946
7010,Hartford,Connecticut ,25540,1.1119
7030,Middlesex,Connecticut ,25540,1.1119
7060,Tolland,Connecticut ,25540,1.1119
25170,Forrest,Mississippi ,25620,0.7761
25360,Lamar,Mississippi ,25620,0.7761
25550,Perry,Mississippi ,25620,0.7761
34010,Alexander,N Carolina ,25860,0.8517
34110,Burke,N Carolina ,25860,0.8517
34130,Caldwell,N Carolina ,25860,0.8517
34170,Catawba,N Carolina ,25860,0.8517
42060,Beaufort,S Carolina ,25940,0.8541
42260,Jasper,S Carolina ,25940,0.8541
11680,Liberty,Georgia ,25980,0.8573
11691,Long,Georgia ,25980,0.8573
10080,Citrus,Florida ,26140,0.7816
4250,Garland,Arkansas ,26300,0.8700
19280,Lafourche,Louisiana ,26380,0.7381
19540,Terrebonne,Louisiana ,26380,0.7381
45070,Austin,Texas ,26420,0.9734
45180,Brazoria,Texas ,26420,0.9734
45280,Chambers,Texas ,26420,0.9734
45530,Fort Bend,Texas ,26420,0.9734
45550,Galveston,Texas ,26420,0.9734
45610,Harris,Texas ,26420,0.9734
45757,Liberty,Texas ,26420,0.9734
45801,Montgomery,Texas ,26420,0.9734
45950,Waller,Texas ,26420,0.9734
51210,Lincoln,W Virginia ,50181,0.8417
51390,Putnam,W Virginia ,50181,0.8417
18090,Boyd,Kentucky,50052,0.8864
51050,Cabell,W Virginia ,50052,0.8864
18440,Greenup,Kentucky,50052,0.8864
36450,Lawrence,Ohio,50052,0.8864
51490,Wayne,W Virginia ,50052,0.8864
1410,Limestone,Alabama ,26620,0.8609
1440,Madison,Alabama ,26620,0.8609
13090,Bonneville,Idaho ,50026,0.8933
13250,Jefferson,Idaho ,50026,0.8933
13110,Butte,Idaho ,50027,0.8166
15470,Madison,Indiana ,50039,1.0106
15050,Boone,Indiana ,50032,1.0135
15060,Brown,Indiana ,50032,1.0135
15280,Hamilton,Indiana ,50032,1.0135
15290,Hancock,Indiana ,50032,1.0135
15310,Hendricks,Indiana ,50032,1.0135
15400,Johnson,Indiana ,50032,1.0135
15480,Marion,Indiana ,50032,1.0135
15540,Morgan,Indiana ,50032,1.0135
15660,Putnam,Indiana ,50032,1.0135
15720,Shelby,Indiana ,50032,1.0135
16510,Johnson,Iowa ,26980,0.9882
16910,Washington,Iowa ,26980,0.9882
33730,Tompkins,New York ,27060,0.9441
23370,Jackson,Michigan ,27100,0.9345
25140,Copiah,Mississippi ,50082,0.7891
25240,Hinds,Mississippi ,50082,0.7891
25440,Madison,Mississippi ,50082,0.7891
25600,Rankin,Mississippi ,50082,0.7891
25630,Simpson,Mississippi ,50082,0.7891
25810,Yazoo,Mississippi ,50088,0.7740
44110,Chester,Tennessee ,50142,0.7747
44560,Madison,Tennessee ,50142,0.7747
44160,Crockett,Tennessee ,50143,0.7556
10010,Baker,Florida ,27260,0.9117
10090,Clay,Florida ,27260,0.9117
10150,Duval,Florida ,27260,0.9117
10440,Nassau,Florida ,27260,0.9117
10540,St. Johns,Florida ,27260,0.9117
34660,Onslow,N Carolina ,27340,0.7549
52520,Rock,Wisconsin ,27500,0.9079
26130,Callaway,Missouri ,27620,0.8359
26250,Cole,Missouri ,27620,0.8359
26670,Moniteau,Missouri ,27620,0.8359
26750,Osage,Missouri ,27620,0.8359
44090,Carter,Tennessee ,27740,0.7436
44850,Unicoi,Tennessee ,27740,0.7436
44890,Washington,Tennessee ,27740,0.7436
39160,Cambria,Pennsylvania ,27780,0.8540
4150,Craighead,Arkansas ,27860,0.7786
4550,Poinsett,Arkansas ,27860,0.7786
26480,Jasper,Missouri ,27900,0.8306
26720,Newton,Missouri ,27900,0.8306
12005,Kalawao,Hawaii ,27980,1.0651
12050,Maui,Hawaii ,27980,1.0651
23380,Kalamazoo,Michigan ,28020,1.0048
23790,Van Buren,Michigan ,28020,1.0048
14540,Kankakee,Illinois ,28100,0.9568
26060,Bates,Missouri ,28140,0.9425
26120,Caldwell,Missouri ,28140,0.9425
26180,Cass,Missouri ,28140,0.9425
26230,Clay,Missouri ,28140,0.9425
26240,Clinton,Missouri ,28140,0.9425
26470,Jackson,Missouri ,28140,0.9425
17450,Johnson,Kansas ,28140,0.9425
26530,Lafayette,Missouri ,28140,0.9425
17510,Leavenworth,Kansas ,28140,0.9425
17530,Linn,Kansas ,28140,0.9425
17600,Miami,Kansas ,28140,0.9425
26820,Platte,Missouri ,28140,0.9425
26880,Ray,Missouri ,28140,0.9425
17986,Wyandotte,Kansas ,28140,0.9425
50020,Benton,Washington ,28420,0.9617
50100,Franklin,Washington ,28420,0.9617
45120,Bell,Texas ,28660,0.9133
45341,Coryell,Texas ,28660,0.9133
45752,Lampasas,Texas ,28660,0.9133
49111,Bristol City,Virginia ,28700,0.7192
44360,Hawkins,Tennessee ,28700,0.7192
49840,Scott,Virginia ,28700,0.7192
44810,Sullivan,Tennessee ,28700,0.7192
49950,Washington,Virginia ,28700,0.7192
33740,Ulster,New York ,28740,0.9034
44000,Anderson,Tennessee ,50138,0.7026
44040,Blount,Tennessee ,50138,0.7026
44460,Knox,Tennessee ,50138,0.7026
44520,Loudon,Tennessee ,50138,0.7026
44860,Union,Tennessee ,50138,0.7026
44280,Grainger,Tennessee ,50144,0.6999
44060,Campbell,Tennessee ,50140,0.7190
44640,Morgan,Tennessee ,50140,0.7190
44720,Roane,Tennessee ,50140,0.7190
15330,Howard,Indiana ,50038,0.8990
24270,Houston,Minnesota ,29100,0.9533
52310,La Crosse,Wisconsin ,29100,0.9533
15030,Benton,Indiana ,29200,0.9638
15070,Carroll,Indiana ,29200,0.9638
15780,Tippecanoe,Indiana ,29200,0.9638
19270,Lafayette,Louisiana ,50061,0.7948
19490,St Martin,Louisiana ,50061,0.7948
19000,Acadia,Louisiana ,50058,0.7725
19220,Iberia,Louisiana ,50058,0.7725
19560,Vermilion,Louisiana ,50058,0.7725
19090,Calcasieu,Louisiana ,29340,0.7536
19110,Cameron,Louisiana ,29340,0.7536
52290,Kenosha,Wisconsin ,29404,1.0465
14570,Lake,Illinois ,29404,1.0465
3070,Mohave,Arizona ,29420,0.9199
10520,Polk,Florida ,29460,0.8246
39440,Lancaster,Pennsylvania ,29540,0.9514
23180,Clinton,Michigan ,29620,1.0778
23220,Eaton,Michigan ,29620,1.0778
23320,Ingham,Michigan ,29620,1.0778
45953,Webb,Texas ,29700,0.7471
32060,Dona Ana,New Mexico ,29740,0.8739
29010,Clark,Nevada ,29820,1.1900
17220,Douglas,Kansas ,29940,0.8890
37150,Comanche,Oklahoma ,50122,0.7918
37160,Cotton,Oklahoma ,50123,0.7859
39460,Lebanon,Pennsylvania ,30140,0.8453
50010,Asotin,Washington ,30300,0.9430
13340,Nez Perce,Idaho ,30300,0.9430
20000,Androscoggin,Maine ,30340,0.8740
18080,Bourbon,Kentucky,30460,0.8972
18240,Clark,Kentucky,30460,0.8972
18330,Fayette,Kentucky,30460,0.8972
18560,Jessamine,Kentucky,30460,0.8972
18977,Scott,Kentucky,30460,0.8972
18992,Woodford,Kentucky,30460,0.8972
36010,Allen,Ohio,30620,0.9342
28540,Lancaster,Nebraska ,30700,0.9704
28790,Seward,Nebraska ,30700,0.9704
4220,Faulkner,Arkansas ,30780,0.8374
4260,Grant,Arkansas ,30780,0.8374
4420,Lonoke,Arkansas ,30780,0.8374
